food_id,food_item,calories,carbs,protein,fat,glycemic_index,meal_type,culture,estimated_weight_g
f1029,Millet with lean beef and tomato,573.7571702,97.9,46.7,24.24,56,Snack,Sri Lankan,441
f1030,Quinoa with lean beef and tomato,398.6615679,25.8,51.4,18.18,37,Lunch,Sri Lankan,306
f1031,Kurakkan with mung beans and beans,283.4608031,15.8,6.1,22,51,Dinner,Sri Lankan,218
f1032,Bread with mung beans and onion,633.9866154,144.9,33.6,22.38,48,Dinner,Sri Lankan,487
f1033,Kurakkan with mung beans and carrot,594.2638624,21.5,24.2,53.88,53,Snack,Sri Lankan,457
f1034,Barley with skinless chicken and tomato,498.6137668,48.9,43.1,20.58,54,Snack,Sri Lankan,383
f1035,Barley with mung beans and cucumber,378.0114723,47.7,30.8,18.3,39,Lunch,Sri Lankan,291
f1036,Kurakkan with lean beef and cucumber,699.9521988,6.5,55.8,61.56,48,Lunch,Sri Lankan,538
f1037,Bread with fish and cabbage,474.1873805,42.2,31.8,18.5,47,Breakfast,Sri Lankan,365
f1038,Bread with beef and carrot,543.9292543,91.4,60.8,30,57,Breakfast,Sri Lankan,418
f1039,Millet with mung beans and beans,372.1319312,69.4,12.4,19.38,54,Snack,Sri Lankan,286
f1040,Bread with skinless chicken and cabbage,816.25239,30.8,63,65.88,50,Breakfast,Sri Lankan,627
f1041,Millet with egg and carrot,815.3919696,33.7,25.4,75.48,49,Breakfast,Sri Lankan,627
f1042,Millet with fish and onion,591.3957935,92,79,30,52,Breakfast,Sri Lankan,454
f1043,Millet with tofu and onion,1155.258126,162,37.6,73.44,46,Dinner,Sri Lankan,888
f1044,Quinoa with beef and beans,455.1625239,42.9,55.7,26.2,47,Breakfast,Sri Lankan,350
f1045,Quinoa with lean beef and onion,782.4091776,14.22,31.5,72.72,45,Lunch,Sri Lankan,601
f1046,Kurakkan with mung beans and beans,425.6692161,44.3,40.5,9,53,Breakfast,Sri Lankan,327
f1047,Quinoa with fish and onion,390.7743786,19.44,76.3,22.3,40,Snack,Sri Lankan,300
f1048,Bread with grilled fish and cucumber,746.2715106,21.8,57.7,61.8,46,Lunch,Sri Lankan,574
f1049,Bread with tofu and carrot,536.6156788,97.8,35.7,22.38,46,Breakfast,Sri Lankan,412
f1050,Millet with mung beans and onion,619.3594644,162,49.1,17.1,58,Breakfast,Sri Lankan,476
f1051,Kurakkan with mung beans and beans,538.0497132,10.3,15.2,53.94,51,Snack,Sri Lankan,414
f1052,Millet with fish and cucumber,550.2390058,113,43.8,28.8,56,Dinner,Sri Lankan,423
f1053,Millet with fish and onion,584.082218,128.8,43.5,27.6,54,Breakfast,Sri Lankan,449
f1054,Kurakkan with mung beans and cabbage,373.709369,22.3,15.4,31.38,48,Dinner,Sri Lankan,287
f1055,Barley with lentils and carrot,1169.741874,100.14,22.9,79.38,50,Breakfast,Sri Lankan,900
f1056,Kurakkan with egg and tomato,742.256214,56.5,23.2,61.56,51,Snack,Sri Lankan,571
f1057,Kurakkan with grilled fish and cabbage,813.8145318,50.6,18.2,72.9,54,Lunch,Sri Lankan,625
f1058,Barley with egg and tomato,1158.986615,94.68,25.4,79.14,37,Dinner,Sri Lankan,891
f1059,Barley with tofu and cucumber,873.9005736,25.68,41.8,69.96,37,Breakfast,Sri Lankan,672
f1060,Millet with egg and tomato,420.8891014,48.1,47.2,20.52,55,Lunch,Sri Lankan,324
f1061,Bread with lean beef and tomato,819.120459,76,35.3,60.6,47,Lunch,Sri Lankan,630
f1062,Kurakkan with fish and cucumber,444.2638624,50.7,68.3,28.4,48,Dinner,Sri Lankan,342
f1063,Millet with tofu and carrot,710.2772466,35.1,13.9,65.94,57,Breakfast,Sri Lankan,546
f1064,Bread with skinless chicken and tomato,700.239006,142.2,39.7,27.72,60,Breakfast,Sri Lankan,538
f1065,Millet with grilled fish and onion,848.9483748,54.7,39,69.54,50,Breakfast,Sri Lankan,652
f1066,Bread with grilled fish and carrot,1028.776291,105.9,37.6,76.56,54,Lunch,Sri Lankan,791
f1067,Kurakkan with lentils and cabbage,983.3173998,79.3,14,85.2,52,Lunch,Sri Lankan,756
f1068,Kurakkan with mung beans and carrot,632.122371,17.7,5.1,64.44,47,Snack,Sri Lankan,486
f1069,Quinoa with tofu and tomato,554.541109,87.42,23.7,23.3,42,Breakfast,Sri Lankan,426
f1070,Bread with skinless chicken and cucumber,419.0248566,24.2,76.5,19.14,57,Breakfast,Sri Lankan,322
f1071,Kurakkan with mung beans and cucumber,719.3116632,1.5,28.8,72.48,48,Lunch,Sri Lankan,553
f1072,Kurakkan with grilled fish and cabbage,619.0726578,7.6,28.1,59.58,53,Dinner,Sri Lankan,476
f1073,Bread with grilled fish and beans,515.8221797,75.8,48.2,24,52,Snack,Sri Lankan,396
f1074,Bread with tofu and cabbage,478.6806883,63,36.4,25.86,47,Lunch,Sri Lankan,368
f1075,Quinoa with lean beef and onion,907.887189,53.58,34.4,67.2,44,Snack,Sri Lankan,698
f1076,Bread with egg and cucumber,546.7973231,130.3,18.7,18.54,54,Lunch,Sri Lankan,420
f1077,Millet with grilled fish and tomato,652.7724666,104.3,61.8,26.64,49,Lunch,Sri Lankan,502
f1078,Bread with skinless chicken and tomato,565.0095602,99.6,55.4,20.04,51,Lunch,Sri Lankan,434
f1079,Bread with lean beef and beans,924.5219886,30.7,63.4,77.88,49,Snack,Sri Lankan,711
f1080,Bread with lean beef and carrot,669.4072656,156.1,25.7,25.38,46,Dinner,Sri Lankan,514
f1081,Kurakkan with lean beef and cabbage,518.6902486,17.5,46.6,40.5,52,Dinner,Sri Lankan,399
f1082,Kurakkan with lean beef and onion,519.1204589,40.6,74.8,26.82,47,Dinner,Sri Lankan,399
f1083,Barley with grilled fish and carrot,887.9541108,60.96,26.7,63.24,42,Snack,Sri Lankan,682
f1084,Quinoa with lentils and onion,564.7227533,55.38,62.4,20.1,35,Lunch,Sri Lankan,434
f1085,Bread with skinless chicken and onion,507.2179732,70.3,61.5,19.8,53,Breakfast,Sri Lankan,390
f1086,Quinoa with lentils and carrot,941.0133846,61.86,16.4,71.82,49,Lunch,Sri Lankan,723
f1087,Barley with lentils and onion,1100.191205,74.94,55.8,71.04,35,Breakfast,Sri Lankan,846
f1088,Quinoa with mung beans and carrot,410.9942639,43.92,9.5,22.62,44,Breakfast,Sri Lankan,316
f1089,Millet with lentils and cucumber,496.1759082,131.5,22.6,18.9,48,Breakfast,Sri Lankan,381
f1090,Barley with mung beans and onion,639.2925432,92.34,22,23.28,36,Breakfast,Sri Lankan,492
f1091,Bread with beef and cucumber,485.2772467,111.5,35.4,24.2,56,Snack,Sri Lankan,373
f1092,Kurakkan with mung beans and beans,440.0095602,33.1,31,19.7,53,Snack,Sri Lankan,338
f1093,Barley with skinless chicken and onion,656.7877632,75.06,71.5,20.04,43,Dinner,Sri Lankan,505
f1094,Barley with mung beans and tomato,921.7973232,50.64,25.5,72.36,54,Dinner,Sri Lankan,709
f1095,Kurakkan with tofu and onion,364.6749522,60.9,39.2,21.7,53,Lunch,Sri Lankan,280
f1096,Millet with grilled fish and carrot,852.8202678,194,41.2,30.96,54,Breakfast,Sri Lankan,655
f1097,Kurakkan with tofu and carrot,476.2428298,6.3,67.2,31.32,47,Dinner,Sri Lankan,366
f1098,Kurakkan with tofu and carrot,595.124283,63.4,40.5,36.84,53,Snack,Sri Lankan,457
f1099,Kurakkan with lentils and carrot,407.2657744,84.5,12.3,18.78,51,Lunch,Sri Lankan,313
f1100,Bread with lean beef and cabbage,795.1720842,75.3,31,59.7,50,Lunch,Sri Lankan,611
f1101,Quinoa with fish and tomato,533.2217973,31.14,50.2,12.8,54,Snack,Sri Lankan,410
f1102,Bread with mung beans and carrot,733.0783938,86.7,25.6,50.52,46,Lunch,Sri Lankan,564
f1103,Bread with egg and carrot,531.3097514,124.5,29.3,26.8,48,Lunch,Sri Lankan,408
f1104,Millet with grilled fish and carrot,606.4531548,97.1,64.5,23.7,53,Lunch,Sri Lankan,466
f1105,Quinoa with fish and beans,462.9541109,22.98,24,23.5,51,Breakfast,Sri Lankan,356
f1106,Quinoa with mung beans and onion,414.9139579,11.82,46.3,15.9,53,Snack,Sri Lankan,319
f1107,Barley with beef and cabbage,588.0975143,76.56,61.2,20.4,45,Breakfast,Sri Lankan,452
f1108,Bread with grilled fish and onion,822.2753346,56.3,43.8,64.56,50,Lunch,Sri Lankan,632
f1109,Kurakkan with grilled fish and cabbage,609.4646274,7.3,33.2,57.36,58,Snack,Sri Lankan,468
f1110,Kurakkan with fish and carrot,539.4359465,48.7,34,21.4,46,Snack,Sri Lankan,415
f1111,Quinoa with lentils and beans,991.634799,62.7,27.4,74.22,59,Snack,Sri Lankan,762
f1112,Barley with lentils and carrot,599.2829828,60.24,25.9,31.38,49,Lunch,Sri Lankan,460
f1113,Kurakkan with beef and carrot,520.5544933,6.3,61.2,27.6,47,Dinner,Sri Lankan,400
f1114,Barley with chicken and cabbage,586.998088,44.28,27.9,18.2,44,Breakfast,Sri Lankan,452
f1115,Barley with lentils and onion,546.6539197,58.56,51.9,19.32,52,Dinner,Sri Lankan,420
f1116,Barley with grilled fish and cabbage,654.7801146,80.76,48.3,23.16,38,Dinner,Sri Lankan,503
f1117,Barley with tofu and cucumber,823.4225622,23.4,51.9,64.92,43,Breakfast,Sri Lankan,633
f1118,Kurakkan with mung beans and onion,332.456979,36.1,14.6,13.7,58,Lunch,Sri Lankan,256
f1119,Millet with lean beef and onion,840.487572,57.1,59,62.58,47,Snack,Sri Lankan,646
f1120,Kurakkan with fish and cucumber,542.3040153,29.2,50.9,23.1,55,Breakfast,Sri Lankan,417
f1121,Bread with lentils and onion,573.3269599,100.5,22.6,29.4,55,Breakfast,Sri Lankan,441
f1122,Barley with skinless chicken and tomato,1032.07457,49.68,46,76.32,48,Breakfast,Sri Lankan,793
f1123,Quinoa with skinless chicken and beans,783.4130022,57.96,41,49.86,36,Snack,Sri Lankan,602
f1124,Barley with beef and cucumber,416.1567878,49.26,53.6,13.5,42,Lunch,Sri Lankan,320
f1125,Kurakkan with egg and cucumber,371.5583174,44.3,38.9,18.66,46,Breakfast,Sri Lankan,285
f1126,Kurakkan with egg and cucumber,523.6615679,15.9,45.3,30,50,Snack,Sri Lankan,403
f1127,Kurakkan with skinless chicken and beans,800.7648186,68.7,18.8,64.68,60,Lunch,Sri Lankan,616
f1128,Millet with mung beans and cabbage,473.8049713,121.2,24.4,19.2,48,Snack,Sri Lankan,364
f1129,Quinoa with grilled fish and cucumber,899.8565964,67.62,47.9,56.94,56,Breakfast,Sri Lankan,692
f1130,Bread with egg and cucumber,465.6309751,60.3,40.2,23.22,46,Breakfast,Sri Lankan,358
f1131,Kurakkan with egg and onion,381.8833652,44.6,56.3,24.5,53,Snack,Sri Lankan,294
f1132,Millet with grilled fish and beans,507.6481835,58.2,57.5,25.08,46,Breakfast,Sri Lankan,390
f1133,Barley with tofu and cucumber,497.1797323,57.42,39.2,27.7,40,Dinner,Sri Lankan,382
f1134,Quinoa with tofu and cabbage,587.3804971,57,51.4,25.32,44,Lunch,Sri Lankan,451
f1135,Barley with grilled fish and onion,649.0439772,57.36,66.4,27.24,52,Snack,Sri Lankan,499
f1136,Millet with grilled fish and cucumber,701.24283,173.2,32.7,21.24,51,Breakfast,Sri Lankan,539
f1137,Bread with grilled fish and tomato,559.5602294,67.1,71.4,24.24,45,Lunch,Sri Lankan,430
f1138,Quinoa with mung beans and beans,693.499044,74.52,10.1,41.7,42,Dinner,Sri Lankan,533
f1139,Kurakkan with fish and beans,456.2619503,14,40.2,26.4,47,Lunch,Sri Lankan,351
f1140,Quinoa with lentils and cucumber,556.2619503,89.58,24.7,24.2,43,Breakfast,Sri Lankan,427
f1141,Barley with tofu and onion,1033.652008,55.8,41.8,78.9,40,Breakfast,Sri Lankan,795
f1142,Kurakkan with lean beef and beans,676.1472276,139.1,24.4,31.14,51,Dinner,Sri Lankan,520
f1143,Bread with lentils and cabbage,674.4263862,133.4,39,27.48,53,Lunch,Sri Lankan,519
f1144,Barley with grilled fish and tomato,768.6424476,68.94,88.2,26.64,50,Dinner,Sri Lankan,591
f1145,Bread with skinless chicken and onion,1053.728489,86.3,49.2,80.28,49,Snack,Sri Lankan,810
f1146,Kurakkan with tofu and tomato,659.7992352,11.6,16.6,66.66,51,Lunch,Sri Lankan,507
f1147,Quinoa with mung beans and beans,484.2734225,35.58,39.2,25.38,35,Snack,Sri Lankan,372
f1148,Barley with grilled fish and onion,1047.848948,76.92,38.4,71.46,48,Snack,Sri Lankan,805
f1149,Kurakkan with lentils and tomato,683.8910136,45.2,27.3,56.34,58,Breakfast,Sri Lankan,526
f1150,Kurakkan with skinless chicken and carrot,821.4149142,84.6,33.2,60.36,47,Breakfast,Sri Lankan,631
f1151,Millet with lentils and tomato,619.7896752,108.7,22.5,32.1,46,Dinner,Sri Lankan,477
f1152,Bread with grilled fish and tomato,844.9330782,65.3,31.5,66.36,55,Breakfast,Sri Lankan,649
f1153,Bread with fish and cucumber,582.456979,26.1,55.6,27.9,45,Breakfast,Sri Lankan,448
f1154,Kurakkan with lean beef and onion,878.632887,23.4,69,73.44,54,Dinner,Sri Lankan,675
f1155,Quinoa with egg and beans,910.6118544,52.62,25.2,70.92,46,Snack,Sri Lankan,700
f1156,Millet with egg and tomato,575.7648184,120.6,59.8,24,60,Snack,Sri Lankan,442
f1157,Millet with mung beans and beans,423.9961759,32.3,24.7,20.8,57,Snack,Sri Lankan,326
f1158,Barley with skinless chicken and tomato,1143.499044,83.22,28.9,81,48,Breakfast,Sri Lankan,879
f1159,Bread with lean beef and cucumber,982.887189,98.4,39.9,72.36,55,Lunch,Sri Lankan,756
f1160,Kurakkan with skinless chicken and carrot,427.6290631,53.5,35.2,23.4,51,Snack,Sri Lankan,328
f1161,Kurakkan with egg and beans,565.4875717,45.9,49.2,20,45,Snack,Sri Lankan,435
f1162,Quinoa with mung beans and cucumber,393.9292543,52.44,24.6,21.8,43,Lunch,Sri Lankan,303
f1163,Millet with tofu and beans,437.667304,81.6,41.1,23.4,52,Lunch,Sri Lankan,336
f1164,Kurakkan with fish and beans,401.8164436,72.7,39,22.2,57,Dinner,Sri Lankan,309
f1165,Bread with tofu and cucumber,874.4741874,35.5,41.6,76.74,48,Dinner,Sri Lankan,672
f1166,Kurakkan with grilled fish and cucumber,668.8336518,21.2,18.5,64.02,53,Dinner,Sri Lankan,514
f1167,Millet with mung beans and carrot,592.2562141,75.5,13.8,23.3,52,Snack,Sri Lankan,456
f1168,Bread with lean beef and onion,581.500956,82.7,54.4,27.18,53,Snack,Sri Lankan,447
f1169,Bread with skinless chicken and cucumber,943.73805,55,40.2,79.14,59,Lunch,Sri Lankan,726
f1170,Barley with tofu and cabbage,498.7571702,49.44,23.6,24.24,39,Breakfast,Sri Lankan,383
f1171,Bread with lentils and cucumber,619.6462716,86.3,39.5,32.7,55,Breakfast,Sri Lankan,476
f1172,Bread with grilled fish and onion,675.2868066,65.8,87.3,33.66,52,Snack,Sri Lankan,519
f1173,Kurakkan with skinless chicken and tomato,663.240918,28.2,29.9,58.56,54,Dinner,Sri Lankan,510
f1174,Millet with lentils and cucumber,494.16826,93.5,58.2,20.6,53,Dinner,Sri Lankan,380
f1175,Quinoa with mung beans and cabbage,456.4531549,67.62,23.4,21.1,55,Lunch,Sri Lankan,351
f1176,Bread with lentils and tomato,659.512428,118.5,64.8,22.86,52,Snack,Sri Lankan,507
f1177,Quinoa with lean beef and tomato,523.9961759,46.08,44.9,24.84,35,Dinner,Sri Lankan,403
f1178,Barley with lean beef and onion,560.9942639,30,51.3,35.28,47,Breakfast,Sri Lankan,431
f1179,Barley with grilled fish and cabbage,777.3900576,60.18,25,52.2,51,Lunch,Sri Lankan,598
f1180,Bread with mung beans and tomato,755.1625242,176.9,25.9,29.22,49,Lunch,Sri Lankan,580
f1181,Kurakkan with egg and beans,475.1434034,49.7,39,12.7,47,Breakfast,Sri Lankan,365
f1182,Quinoa with chicken and cabbage,542.6386233,77.7,24.5,29,44,Lunch,Sri Lankan,417
f1183,Kurakkan with chicken and tomato,549.9521989,36,53.3,20.1,54,Dinner,Sri Lankan,423
f1184,Barley with lentils and beans,479.8279159,70.56,28.5,20.4,54,Breakfast,Sri Lankan,369
f1185,Quinoa with egg and cabbage,782.122371,101.34,33.3,32.22,50,Breakfast,Sri Lankan,601
f1186,Barley with lean beef and cucumber,714.4359462,26.1,41.8,56.52,56,Snack,Sri Lankan,549
f1187,Millet with egg and onion,600.2868066,87.9,68.2,23.16,53,Snack,Sri Lankan,462
f1188,Millet with lentils and cabbage,749.5697898,180.2,25.8,26.1,51,Breakfast,Sri Lankan,576
f1189,Quinoa with grilled fish and cabbage,1268.403442,58.8,11.4,111.72,44,Dinner,Sri Lankan,975
f1190,Barley with chicken and beans,483.5564054,58.8,41.7,25.9,44,Snack,Sri Lankan,372
f1191,Barley with lean beef and cucumber,887.0936904,42.9,36.5,70.14,42,Dinner,Sri Lankan,682
f1192,Kurakkan with lentils and cabbage,598.709369,64.3,38.3,19,53,Lunch,Sri Lankan,461
f1193,Kurakkan with egg and onion,477.3900574,48.3,37,29.16,51,Dinner,Sri Lankan,367
f1194,Quinoa with mung beans and cucumber,485.8508604,38.04,44.5,24.48,46,Snack,Sri Lankan,373
f1195,Bread with mung beans and beans,879.7801146,68.1,27.5,72.36,47,Lunch,Sri Lankan,676
f1196,Bread with grilled fish and carrot,939.5793498,105.4,37.7,65.1,56,Breakfast,Sri Lankan,723
f1197,Millet with egg and onion,648.4703634,79.3,46.4,37.32,57,Lunch,Sri Lankan,498
f1198,Barley with lean beef and cucumber,705.6883368,94.26,42.1,24.66,39,Breakfast,Sri Lankan,543
f1199,Millet with beef and cucumber,420.1720841,69.9,54.5,20.9,50,Snack,Sri Lankan,323
f1200,Barley with lean beef and carrot,931.6921608,69.9,61.8,54.6,51,Dinner,Sri Lankan,716
f1201,Bread with egg and carrot,423.7571702,25.2,45.9,27.24,53,Lunch,Sri Lankan,325
f1202,Kurakkan with egg and cucumber,375.7170172,75.8,22.7,24.7,53,Dinner,Sri Lankan,289
f1203,Bread with egg and carrot,505.4971319,44.1,53.3,29.28,53,Breakfast,Sri Lankan,388
f1204,Bread with mung beans and carrot,700.0956024,42.5,33,56.22,48,Snack,Sri Lankan,538
f1205,Quinoa with lean beef and carrot,538.1931166,15.96,54.5,37.5,41,Snack,Sri Lankan,414
f1206,Kurakkan with chicken and cucumber,361.0898662,44.3,66.4,16.5,58,Dinner,Sri Lankan,277
f1207,Kurakkan with grilled fish and carrot,689.627151,24.5,30.6,62.52,51,Breakfast,Sri Lankan,530
f1208,Quinoa with skinless chicken and onion,1063.623327,80.64,45.3,69.96,38,Snack,Sri Lankan,818
f1209,Bread with lean beef and cabbage,501.1950287,84.2,49.4,18.78,45,Dinner,Sri Lankan,385
f1210,Kurakkan with lean beef and cabbage,756.883365,4.8,42.3,72.18,57,Dinner,Sri Lankan,582
f1211,Millet with fish and cabbage,397.7055449,44.7,24,11.5,54,Dinner,Sri Lankan,306
f1212,Millet with skinless chicken and carrot,531.7399618,72.3,70.7,18.96,50,Dinner,Sri Lankan,409
f1213,Barley with fish and cabbage,565.8699809,77.28,44.1,26.4,44,Lunch,Sri Lankan,435
f1214,Quinoa with tofu and beans,687.4760994,26.94,37.5,54.18,51,Lunch,Sri Lankan,528
f1215,Millet with fish and carrot,560.9464627,87,11.8,16,47,Breakfast,Sri Lankan,431
f1216,Bread with skinless chicken and cabbage,492.8776291,103.9,27.5,18.24,55,Snack,Sri Lankan,379
f1217,Millet with mung beans and tomato,365.9655832,108,17.5,8.2,60,Breakfast,Sri Lankan,281
f1218,Quinoa with tofu and cucumber,913.9101336,50.82,21.7,74.7,56,Breakfast,Sri Lankan,703
f1219,Barley with lean beef and cucumber,597.418738,36.84,73,28.86,55,Snack,Sri Lankan,459
f1220,Bread with lentils and beans,836.3288718,92.2,17.1,63.96,46,Dinner,Sri Lankan,643
f1221,Millet with lentils and tomato,371.5583174,62.5,31.2,25.3,52,Dinner,Sri Lankan,285
f1222,Barley with mung beans and tomato,577.3422562,75.36,20.2,24.72,55,Dinner,Sri Lankan,444
f1223,Barley with egg and cucumber,941.4435948,62.76,30.7,67.98,49,Snack,Sri Lankan,724
f1224,Bread with mung beans and onion,418.8814532,52.5,59.6,26.5,53,Breakfast,Sri Lankan,322
f1225,Bread with beef and beans,433.0783939,104.6,32.9,15.6,60,Breakfast,Sri Lankan,333
f1226,Barley with lentils and beans,541.2045889,82.86,29.8,21.1,55,Breakfast,Sri Lankan,416
f1227,Barley with mung beans and cucumber,402.6768643,47.58,45.3,17.4,53,Lunch,Sri Lankan,309
f1228,Quinoa with lean beef and carrot,955.497132,19.32,55.5,83.04,38,Breakfast,Sri Lankan,735
f1229,Millet with lentils and carrot,736.5200766,56.2,11.4,63.48,56,Lunch,Sri Lankan,566
f1230,Barley with skinless chicken and carrot,597.7055449,66.78,40.5,24.12,38,Dinner,Sri Lankan,459
f1231,Quinoa with mung beans and onion,667.112811,82.74,28,28.08,38,Lunch,Sri Lankan,513
f1232,Quinoa with egg and tomato,759.751434,34.68,29.3,61.56,49,Snack,Sri Lankan,584
f1233,Kurakkan with egg and onion,430.7839388,20.8,51.6,28.02,60,Dinner,Sri Lankan,331
f1234,Kurakkan with egg and onion,668.5468452,64.4,17.1,52.44,58,Lunch,Sri Lankan,514
f1235,Kurakkan with beef and carrot,402.8202677,74.2,31.3,27,47,Lunch,Sri Lankan,309
f1236,Kurakkan with lean beef and carrot,695.9369022,47.2,28.5,56.46,54,Dinner,Sri Lankan,535
f1237,Barley with grilled fish and cucumber,967.112811,91.68,8.5,64.44,45,Lunch,Sri Lankan,744
f1238,Bread with skinless chicken and cucumber,599.5697897,98.3,64.1,22.2,46,Snack,Sri Lankan,461
f1239,Bread with egg and cabbage,510.2294455,129.3,29.4,22.5,56,Snack,Sri Lankan,392
f1240,Bread with lentils and cucumber,622.5143406,114.2,33.8,28.5,45,Snack,Sri Lankan,478
f1241,Barley with mung beans and tomato,729.2065008,110.04,21,24.54,46,Lunch,Sri Lankan,561
f1242,Millet with lean beef and beans,751.4340342,78.4,49.4,48.66,58,Dinner,Sri Lankan,577
f1243,Bread with chicken and carrot,503.7762907,123.1,32,19.9,51,Lunch,Sri Lankan,387
f1244,Quinoa with mung beans and carrot,782.6959848,55.2,19.9,56.28,46,Breakfast,Sri Lankan,601
f1245,Barley with tofu and beans,1145.506692,58.14,39.9,88.5,53,Snack,Sri Lankan,881
f1246,Barley with lentils and cabbage,714.1491396,78.66,52.2,28.92,56,Dinner,Sri Lankan,549
f1247,Kurakkan with mung beans and beans,507.791587,22,6.8,49.02,52,Dinner,Sri Lankan,390
f1248,Quinoa with skinless chicken and cucumber,916.2045888,54.42,34.8,68.52,58,Breakfast,Sri Lankan,705
f1249,Millet with grilled fish and carrot,614.0535372,111.5,38.3,27.9,47,Dinner,Sri Lankan,472
f1250,Quinoa with egg and cabbage,498.040153,45.48,56.2,19.26,42,Dinner,Sri Lankan,383
f1251,Kurakkan with tofu and tomato,630.9751434,21.2,10,62.64,48,Lunch,Sri Lankan,485
f1252,Millet with grilled fish and cucumber,580.210325,70.1,45.8,31.86,54,Breakfast,Sri Lankan,446
f1253,Quinoa with tofu and tomato,794.1682602,47.1,20.3,61.74,42,Snack,Sri Lankan,610
f1254,Millet with egg and cucumber,434.2256214,56,50.5,19.26,49,Dinner,Sri Lankan,334
f1255,Bread with beef and cabbage,509.7992352,65.7,75.3,28.7,58,Lunch,Sri Lankan,392
f1256,Quinoa with lean beef and cucumber,467.208413,60.78,19.2,18.72,50,Snack,Sri Lankan,359
f1257,Bread with tofu and onion,540.0573614,100.1,36.4,21.84,49,Lunch,Sri Lankan,415
f1258,Bread with mung beans and beans,451.959847,31.7,30.6,20.8,45,Snack,Sri Lankan,348
f1259,Bread with tofu and tomato,921.2237094,113.6,43.2,59.88,51,Lunch,Sri Lankan,708
f1260,Barley with grilled fish and cabbage,578.7762907,80.4,31.3,18.42,42,Lunch,Sri Lankan,445
f1261,Bread with mung beans and carrot,413.8623327,61.9,34.8,19.26,53,Snack,Sri Lankan,318
f1262,Barley with skinless chicken and tomato,1081.835564,75.96,33.4,77.1,48,Breakfast,Sri Lankan,832
f1263,Quinoa with skinless chicken and carrot,1079.254302,69.3,43.8,76.92,48,Breakfast,Sri Lankan,830
f1264,Quinoa with mung beans and onion,703.250478,38.58,20.8,55.44,50,Lunch,Sri Lankan,541
f1265,Quinoa with tofu and beans,788.8623324,53.28,86.3,38.7,57,Lunch,Sri Lankan,606
f1266,Bread with skinless chicken and onion,506.0707457,81.8,44.9,19.92,56,Snack,Sri Lankan,389
